2023-11-21 16:51:44,187 INFO    StreamThr :1565196 [internal.py:wandb_internal():86] W&B internal server running at pid: 1565196, started at: 2023-11-21 16:51:44.186908
2023-11-21 16:51:44,188 DEBUG   HandlerThread:1565196 [handler.py:handle_request():146] handle_request: status
2023-11-21 16:51:44,189 INFO    WriterThread:1565196 [datastore.py:open_for_write():85] open: /home/xinfan/Desktop/DGEKT/KnowledgeTracing/evaluation/wandb/run-20231121_165144-vcnhxuai/run-vcnhxuai.wandb
2023-11-21 16:51:44,189 DEBUG   SenderThread:1565196 [sender.py:send():380] send: header
2023-11-21 16:51:44,207 DEBUG   SenderThread:1565196 [sender.py:send():380] send: run
2023-11-21 16:51:44,735 INFO    SenderThread:1565196 [dir_watcher.py:__init__():211] watching files in: /home/xinfan/Desktop/DGEKT/KnowledgeTracing/evaluation/wandb/run-20231121_165144-vcnhxuai/files
2023-11-21 16:51:44,735 INFO    SenderThread:1565196 [sender.py:_start_run_threads():1124] run started: vcnhxuai with start time 1700553104.186671
2023-11-21 16:51:44,738 DEBUG   HandlerThread:1565196 [handler.py:handle_request():146] handle_request: check_version
2023-11-21 16:51:44,738 DEBUG   SenderThread:1565196 [sender.py:send_request():407] send_request: check_version
2023-11-21 16:51:44,850 DEBUG   HandlerThread:1565196 [handler.py:handle_request():146] handle_request: run_start
2023-11-21 16:51:44,859 DEBUG   HandlerThread:1565196 [system_info.py:__init__():32] System info init
2023-11-21 16:51:44,859 DEBUG   HandlerThread:1565196 [system_info.py:__init__():47] System info init done
2023-11-21 16:51:44,859 INFO    HandlerThread:1565196 [system_monitor.py:start():194] Starting system monitor
2023-11-21 16:51:44,859 INFO    SystemMonitor:1565196 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-21 16:51:44,860 INFO    HandlerThread:1565196 [system_monitor.py:probe():214] Collecting system info
2023-11-21 16:51:44,860 INFO    SystemMonitor:1565196 [interfaces.py:start():190] Started cpu monitoring
2023-11-21 16:51:44,861 INFO    SystemMonitor:1565196 [interfaces.py:start():190] Started disk monitoring
2023-11-21 16:51:44,861 INFO    SystemMonitor:1565196 [interfaces.py:start():190] Started gpu monitoring
2023-11-21 16:51:44,861 INFO    SystemMonitor:1565196 [interfaces.py:start():190] Started memory monitoring
2023-11-21 16:51:44,862 INFO    SystemMonitor:1565196 [interfaces.py:start():190] Started network monitoring
2023-11-21 16:51:44,870 DEBUG   HandlerThread:1565196 [system_info.py:probe():196] Probing system
2023-11-21 16:51:44,875 DEBUG   HandlerThread:1565196 [system_info.py:_probe_git():181] Probing git
2023-11-21 16:51:44,884 DEBUG   HandlerThread:1565196 [system_info.py:_probe_git():189] Probing git done
2023-11-21 16:51:44,884 DEBUG   HandlerThread:1565196 [system_info.py:probe():244] Probing system done
2023-11-21 16:51:44,884 DEBUG   HandlerThread:1565196 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-36-generic-x86_64-with-glibc2.17', 'python': '3.8.18', 'heartbeatAt': '2023-11-21T07:51:44.870294', 'startedAt': '2023-11-21T07:51:44.184654', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'run.py', 'codePathLocal': 'run.py', 'codePath': 'KnowledgeTracing/evaluation/run.py', 'git': {'remote': 'git@github.com:Yumo216/DGEKT.git', 'commit': 'a6ef5829d6dc25862fe46e394936bc04b7a3fbbb'}, 'email': 'kalimdor.week@gmail.com', 'root': '/home/xinfan/Desktop/DGEKT', 'host': 'ze-UbuntuX', 'username': 'xinfan', 'executable': '/home/xinfan/anaconda3/envs/KD/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3540.549166666667, 'min': 3000.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 4987.809, 'min': 3000.0, 'max': 4700.0}, {'current': 5102.404, 'min': 3000.0, 'max': 4700.0}, {'current': 4096.729, 'min': 3000.0, 'max': 4700.0}, {'current': 4428.198, 'min': 3000.0, 'max': 4700.0}, {'current': 2961.02, 'min': 3000.0, 'max': 4700.0}, {'current': 3047.728, 'min': 3000.0, 'max': 4700.0}, {'current': 4700.0, 'min': 3000.0, 'max': 4700.0}, {'current': 3000.0, 'min': 3000.0, 'max': 4700.0}, {'current': 3553.608, 'min': 3000.0, 'max': 4700.0}, {'current': 5202.651, 'min': 3000.0, 'max': 4700.0}, {'current': 4279.807, 'min': 3000.0, 'max': 4700.0}, {'current': 3101.805, 'min': 3000.0, 'max': 4700.0}], 'disk': {'/': {'total': 1187.2697830200195, 'used': 309.7133026123047}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 61.9179801940918}}
